0,0.11492095
0,0.52929235
1,0.58511037
1,0.24860922
1,0.24217889
0,0.13179144
0,0.13179144
1,0.90649337
1,0.74562407
1,0.7220403
0,0.29801074
0,0.14632358
0,0.07537391
0,0.639863
0,0.080639355
1,0.60977
0,0.14386982
0,0.37972155
0,0.1642017
0,0.23326975
1,0.38704568
0,0.07537391
1,0.30532622
1,0.45842665
0,0.15683201
1,0.81787723
0,0.07537391
0,0.07537391
0,0.6852849
1,0.8525483
1,0.77000874
0,0.45856208
0,0.11492095
0,0.07537391
0,0.4568368
1,0.8190626
0,0.05219373
0,0.060485143
0,0.2832599
0,0.15270817
1,0.20908266
0,0.14686167
0,0.11492095
1,0.50630903
1,0.39441836
0,0.11492095
0,0.1772038
0,0.07537391
0,0.19189525
1,0.90281135
1,0.3507622
0,0.21003105
1,0.4336
1,0.7144758
0,0.16360164
0,0.087009646
0,0.07537391
1,0.50631773
0,0.41350964
1,0.519502
0,0.26009354
0,0.07537391
1,0.4689104
1,0.5720264
1,0.86210626
1,0.10979989
0,0.087009646
1,0.3868031
0,0.102459416
1,0.90555805
1,0.90649337
0,0.29142505
0,0.83911926
0,0.25148377
1,0.81163263
0,0.14386982
0,0.47261104
0,0.22928895
0,0.10033963
0,0.060485143
0,0.07537391
1,0.6958885
1,0.32918152
0,0.095435016
0,0.05219373
0,0.087009646
0,0.18611585
0,0.3637933
0,0.060485143
0,0.30823207
1,0.68408436
1,0.6810287
0,0.095435016
0,0.087009646
0,0.087009646
1,0.11492095
0,0.07537391
1,0.83662677
0,0.05219373
0,0.07537391
0,0.080639355
0,0.36559546
0,0.46857762
0,0.07537391
0,0.087009646
0,0.07537391
0,0.07537391
0,0.1845701
0,0.10979989
0,0.07537391
0,0.087009646
0,0.18267871
0,0.087009646
0,0.2320132
0,0.520457
0,0.20126483
1,0.4888162
0,0.71973795
0,0.09300617
0,0.209248
1,0.51303375
0,0.060485143
0,0.14386982
0,0.31546074
0,0.4973859
0,0.79566056
1,0.8947713
0,0.10979989
0,0.12629141
1,0.6237671
0,0.16360164
0,0.15164927
0,0.087009646
0,0.23934682
0,0.38106397
0,0.07537391
0,0.209248
1,0.81290746
0,0.07537391
1,0.74562407
0,0.08709133
0,0.12128637
0,0.24217889
0,0.26143557
1,0.8255263
1,0.5114723
1,0.39058334
0,0.060485143
0,0.080639355
1,0.82593507
1,0.26009354
0,0.07537391
1,0.60177624
0,0.087009646
1,0.87462866
0,0.060485143
0,0.095435016
0,0.48484075
0,0.087009646
0,0.36689582
0,0.16597232
0,0.087009646
0,0.15164927
0,0.29255864
1,0.8092163
0,0.52929235
0,0.64654315
0,0.227552
0,0.209248
0,0.08709133
0,0.19189525
1,0.25522435
0,0.07537391
0,0.1171655
1,0.9135813
0,0.07537391
0,0.41595143
0,0.060485143
1,0.42834696
1,0.4568368
0,0.095435016
0,0.10194737
0,0.080639355
1,0.8230853
0,0.6896284
0,0.07537391
1,0.227552
